id,name,longitude,latitude,demand
1333,The Railway,-6.2319894,52.9307032,40
2641,Tobin Brothers’ Pub,-8.0532209,52.1478345,45
593,McLynns,-8.4719591,54.2692046,40
1168,The Ardmore,-6.1108422,53.2011786,50
1487,Tides,-6.3866173,52.2728744,76
2941,Eily's Bar,-8.5846191,52.2171428,30
2091,The Midland Bar,-7.7253452,53.1763417,69
1193,Barrna Sraide Inn,-10.2705328,52.1428718,54
595,The Ship Inn,-8.4770156,54.2737178,51
2245,East End,-10.2205239,51.947883,88
1135,Cremore House,-6.2775816,53.3823958,27
532,The Bell,-7.9234193,52.3742797,78
2877,Forde's,-8.4759977,51.8954154,45
1528,Reynolds,-7.8012235,54.0525041,29
179,Bryan's,-8.6705711,52.6736313,89
773,Kilmilkin Bar,-9.6165256,53.5410322,71
2775,I Am In No Way Allergic To Nuts,-6.7129118,52.9364002,84
1358,The Cellar Bar,-9.0514714,53.2741693,53
2300,O'Brien's Bar,-9.0328354,51.5773381,67
1768,Moriarty's,-8.3027767,53.9712223,71
1574,Mullet's Pub,-6.249261,53.3525997,99
1348,The Merlin Bar,-9.0035685,53.2760587,34
465,The White Hart,-6.1832546,53.608113,55
1431,Keating's,-9.8630568,52.5694371,8
2619,Walshes Bar,-6.0975869,53.5226857,94
2232,F.B.O'Sullivan,-9.5834257,51.8787066,57
1555,Burke's Bar (Closed),-6.2487981,53.3530215,20
561,The Middle Shop,-6.4902013,53.363837,11
2204,Anglims Pub,-7.5972846,52.4750826,63
2258,Xico,-6.2527928,53.337863,13
1515,Jack Bailey's,-6.4672425,52.3324244,14
1998,Phil Flannery's,-8.6255132,52.6644331,76
936,Cafe Bar H,-6.2388784,53.3433861,63
1491,O'Reilly's,-8.2967829,51.8033737,26
1309,William Fox,-7.5265642,53.4868282,15
2800,The Lifeboat Inn,-8.7063176,51.6338084,15
2094,The Seven Sisters,-8.8058356,52.6130549,23
1412,The Steering Wheel,-6.3941733,53.3207853,61
6,Palmerstown House,-6.3706215,53.356444,90
1907,Nealum's,-9.1141229,51.7213734,25
1283,Norri Henchy,-8.8509033,52.8570225,53
2262,Joyces Bar,-9.7384503,53.4671477,34
589,Kelly and Coopers,-6.1772278,53.3010267,66
2825,The Brass Fox,-6.0420124,52.9830595,36
2356,Cherry Tree Pub and Restaurant,-6.3327284,53.3164631,62
500,John Keens,-7.6214272,52.0881812,75
2545,Juice Master,-7.0822667,52.2462748,46
2223,Den Bar,-6.2412802,53.3322511,42
1581,Coady's,-9.2979342,53.8582519,84
2390,O' Brien's,-8.6273059,52.6618818,24
1567,The Stone Boat,-6.2921726,53.3206435,55
1938,Alfie Byrnes,-6.2575719,53.334817,89
1915,The Horse Shoe,-6.3161146,53.3200915,76
1514,Merry's,-7.6174167,52.0888213,69
264,American Star Bar,-9.6694161,53.1194731,98
1836,The Windmill,-6.388917,54.0057077,35
1944,The Antique Tavern,-6.5674546,52.5021357,12
793,Fagan's Sports Bar,-9.0481709,53.2738618,50
2404,Lukers,-8.0491718,53.2794551,40
1571,The Glen Tavern,-8.6306768,52.6611836,64
755,Clonliffe House,-6.2426649,53.3612297,71
513,Kilteel Pub,-6.5253745,53.2347046,37
1245,The Blackthorn,-7.2936602,53.2942587,9
1496,The Black Bull Inn,-6.3277359,53.7079629,56
1583,Rockys,-9.2987391,53.8583356,35
142,Feeney's Bar,-8.8745027,54.2493893,32
2901,Geany,-8.4699023,51.9147493,74
1828,Pub housenumber 8,-6.4121907,53.9999511,86
456,Sin,-6.2658339,53.3445794,68
1007,Mulvany's Fingal House,-6.4759508,53.419618,65
2837,Archer's Wine Bar,-9.3196239,53.4290863,83
2504,The Poor Relation,-8.4674744,51.8982309,81
2035,Paudie's Bar,-10.27381,52.1395086,64
1967,Danny Byrne's,-7.3404647,53.5258036,37
2702,Crough's Pub,-6.3898849,53.2867241,53
1771,The Moylurg Inn,-8.3027769,53.9708347,67
605,An Siopa Dubh,-10.0340671,51.7791444,82
461,The Quays Bar,-6.2634165,53.3456404,81
189,The Tipperary Inn,-8.0349284,52.8509286,96
629,Five Jockeys,-6.9116422,53.1571187,40
922,The Hill Bar,-8.4696683,53.1428071,21
1330,Kitty Kiernans,-6.223275,53.3767081,56
322,4 Dame Lane,-6.2629135,53.3437834,72
2195,Issac's Well,-7.0154936,53.6638774,15
2396,Daly's,-9.3187052,52.7206822,12
852,Carrick House,-6.881696,53.7298393,9
296,Fogarty's,-8.19572,52.8672448,82
423,E O'Dwyer,-8.337508,52.5675422,98
2681,The Deli,-6.1859835,54.0390432,36
2225,K-Town Bar,-9.5105117,52.0580003,34
1225,Langs Bar & Restaurant,-8.5232545,54.3932222,13
1646,Angie's,-7.0910311,53.6131486,15
2851,O'Loughlin's,-9.4011417,52.8548416,94
221,Rocky's,-8.1986502,52.864186,75
516,Odeon,-6.262368,53.3333475,31
1621,J. S. Murray,-8.0952601,53.5760506,39
1339,The Huntsman Inn,-9.0337288,53.281404,48
1026,O'Driscoll's,-9.0555316,51.6258602,77
1653,Rouses,-9.1547744,54.1138053,32
2082,The Shipyard Inn,-6.2282017,52.6449051,80
1054,Frank Duffs,-6.1108163,53.2011258,28
2525,Ciss Maddens,-6.236627,53.3223315,84
2122,The Druid Inn,-7.3250128,53.116579,36
44,Fennessy's,-8.6398083,52.6511538,77
2706,Ned Sweeney's,-6.2961796,52.6751101,87
254,The Bloody Stream,-6.0743615,53.3889795,38
1486,The Log Cabin,-7.8823876,55.0903951,35
1141,Nugents Bar,-7.8121163,52.2725793,75
293,The Cornerstone Bar,-9.346058,52.9320519,14
2738,Noonan's,-8.6281038,52.6562682,81
1576,Millenium Bar,-6.6352116,52.4780174,86
2456,Chambers,-6.2545268,53.3382919,79
1933,Linnane's pub,-9.2154816,52.9905017,7
1217,Seaview Tavern,-7.331453,55.3673729,53
1922,Roarty's Bar & Accomodation,-8.7277326,54.7075811,29
1025,Black Sheep,-9.5455933,51.5269331,42
700,Curran's,-7.5847569,52.8551635,60
152,Lundy Foot’s,-6.2679467,53.3449133,93
1590,Marakibo,-8.6465403,52.1375787,89
1579,The Lakeland Bar,-7.8031691,54.0521002,41
1696,John Daly's,-7.3422465,53.5255928,87
70,O'Donnell's Pub,-10.1818615,52.2354258,60
2046,Slainte Bar,-6.9196647,52.244964,36
2601,Kitty's Tavern,-9.7414168,54.1444457,63
1737,Hibernian Hotel,-7.2520666,52.6502628,36
726,Auntie's,-8.6078064,51.9250889,64
2637,The Brewery,-8.1903774,53.6315621,27
1722,Oscars Smithfield,-6.2785235,53.348862,64
1351,The Trappers Inn,-9.0235646,53.2889925,35
579,Veldons Bar&Restaurant,-9.948806,53.5534423,62
1370,Mac Siuil's,-6.9344866,52.836587,36
1886,Molloy's,-6.2513336,53.3511395,76
791,The Sliding Rock,-9.0632296,53.2756287,8
33,Beaumont House,-6.2329985,53.3856539,73
1000,Farrells,-7.8662227,51.9396369,12
481,Dec's Bar,-7.3966891,52.8447509,31
146,Padraig Pearse,-6.2447582,53.3433273,47
1524,Gilbert & Wright,-6.1536822,53.4516473,63
259,Oscars,-7.0671661,52.2410303,81
1231,Hanafin,-10.0536171,52.151697,62
233,Glen Rovers Club House,-8.4647268,51.9163911,91
2443,The Derreen,-6.7363921,52.8024647,31
2518,Fifth Avenue,-7.7340356,54.9550216,12
1876,O'Gormans,-7.2661458,53.0438987,9
1985,Deep South,-8.4751204,51.8962154,88
1979,Kennys Lounge,-6.2944638,53.3424332,73
1440,The Horseshoe,-9.5832644,51.8800843,91
640,The Glen of Aherlow,-6.3107255,53.3407421,29
1620,The Rooster,-8.191917,53.62928,84
586,Mosh's Bar,-7.4220143,52.2066254,75
2846,The Port House,-6.2619754,53.3428142,85
291,The Captain's Table,-9.3469511,52.9330581,59
1650,Guiry's,-9.1145446,53.9809866,58
1066,"The ""Kingdom"" House",-9.464521,52.2310762,66
523,McKeever's Pub,-6.5329384,53.666361,38
2194,5th on Teeling,-8.471443,54.2701185,9
2008,Paddy Phillips,-8.7673795,53.7641774,94
1764,The Club Lounge,-6.1025756,53.2773116,16
43,The  Sailor's Bar,-9.6266327,51.8535774,80
396,McNamaras Pub,-8.5317412,52.9106036,93
388,Winters Bar,-6.2420478,53.2881483,12
2179,Mother Mac's,-8.6222618,52.6627768,99
2202,The Meath Arms,-6.3291544,52.8555191,21
99,B McDonnell,-6.3438246,53.7170153,75
1725,Glynn's,-6.2659317,53.355503,32
2614,JC Murphy's,-8.9597814,51.9045794,94
1936,Rody Boland's,-6.2654634,53.3211247,13
2379,Hunterstown Inn,-6.5329899,53.8273793,69
1044,Power's,-8.4196219,52.6345975,31
906,Kane's,-6.9807846,52.9926165,7
1656,Bar Square,-9.1565529,54.11445,74
390,An Bodhrán,-8.4719972,51.8975948,82
1365,Hyde,-9.046474,53.2749274,98
1551,Vartry House (Kavanagh's),-6.2242976,53.0614275,48
2220,The Speakeasy Bar,-9.5096672,52.0602213,83
2683,De Bruns,-6.3607948,53.3728649,35
654,Against The Grain,-6.265418,53.3370675,83
119,Coach Road Inn,-8.1814625,52.4205529,59
1681,Gap House,-7.728143,53.396486,27
1130,Joe Farrell's,-7.9883686,53.6724014,86
1428,The Oyster,-7.970528,55.1832388,5
2854,Friel's (Lynch's),-9.401306,52.8544023,56
2572,Ziggy's Rock N' Blues Bar,-8.4766756,51.8966615,87
1628,Down The Hatch,-8.190421,53.629353,10
971,Auburn Lodge,-7.7878758,52.9400076,79
4,The Punch Bowl,-6.1966601,53.3087656,76
1302,The Three Horse Shoes,-8.4504544,51.9098212,91
2219,The Valley,-9.5732435,52.0705367,43
2261,Jacobs Well,-6.2308186,52.9325389,93
2199,FitzPatricks,-9.6464674,52.6793736,63
2287,Copper Beech,-9.1305595,53.9208705,47
790,College Bar,-9.0583321,53.2780542,94
2663,the Magnet,-8.4115822,52.4371238,45
625,Hartes,-6.9110295,53.1572647,40
1050,Richmond House,-6.3168219,53.3402486,80
149,The Towers,-9.5505918,53.7996518,71
2893,Prendergast,-6.9455978,52.3951679,98
566,Hargardons,-8.4752763,54.2707158,21
1814,Bar Rua,-6.2624558,53.3410488,76
2253,Gleesons,-6.3565907,53.7159771,15
2515,W.J. Kavanagh,-6.2632516,53.3577129,22
2695,The Rising Tide,-8.3363494,51.9105039,11
363,The Old Storehouse,-6.2626961,53.3451275,59
887,Lavey Inn,-7.2294124,53.9667208,60
2926,Olde Village Inn,-7.7684665,53.8207406,53
460,Gibney's,-6.1536307,53.4513369,52
2920,The Bull & Green,-7.117087,52.2597577,65
1027,Christy's,-6.1532683,52.7981808,88
556,The Door,-7.272883,52.5815759,22
1482,Raftery's Rest,-8.8686288,53.2095991,53
224,The Auld Shebeen,-6.990818,52.9907867,63
958,Dalys,-6.4173584,53.6922246,45
239,Lowes Bar,-6.2906371,53.333764,66
1846,The Roundy,-8.4761622,51.8987566,51
2108,an poc fada,-7.2517093,52.6510765,94
2724,Joshua Tree,-8.4862518,51.9014239,54
2918,Caulfield's Bar,-7.1206883,52.2594222,18
308,Phil Grimes,-7.1099407,52.2551993,33
2349,McBride resturant,-6.3893625,53.8973322,38
2866,Quinlan’s Bar,-7.7137068,52.7340104,30
337,Slevin's,-6.4764631,53.4191934,46
2188,Hugh Lynch's,-7.4950639,53.2766538,11
2083,O'Donovans,-8.9616933,51.5724329,45
1165,Freddies,-10.0995372,51.7694341,92
2348,Murphs,-8.2042042,51.8687194,69
1683,Dooley's of Edmondstown,-6.616598,53.907081,58
2075,Four All's,-8.974389,51.6125045,83
1660,The Nore Bar,-7.2526599,52.6583482,29
1559,The Auld Triangle,-8.568982,53.1975982,57
287,The Rathgar (The 108),-6.2745148,53.3120673,35
214,The Duke,-6.9871345,52.9916799,7
1806,Fox's Bar,-7.8384689,53.8597943,13
2408,Nedeen's Bar,-7.9957616,52.2765607,33
2015,Daly's Bar,-9.7751945,53.9066724,27
2610,An Bróg,-8.4741566,51.8974019,40
1038,Fitzgibbons,-8.2972114,51.8039156,33
575,Paidi Ogs,-6.3974174,53.4027495,23
1156,The Sunset House,-6.2493832,53.3570266,85
429,The Friary,-8.4798341,51.9014709,44
1329,Quirkie's Bar,-8.4824836,51.8836088,83
1170,Meagher's,-6.242264,53.362621,71
2884,The Front Room,-7.2492559,52.6523246,57
1158,The Climber's Inn,-9.8577902,51.9946253,53
2351,Brewery Tavern,-6.3891655,53.8968296,40
1377,D. Murphy,-8.6410785,52.1349056,32
1298,Tonerys,-9.045128,53.278426,41
490,Peadar Browns,-6.2734533,53.3362336,95
2174,Mojo Lounge,-7.1118891,52.257625,55
1247,Busker Brownes,-9.0543429,53.2716677,69
2244,Cràineen's,-10.2270028,51.9460383,57
643,Campbell's,-9.6389041,53.7795171,34
2228,Dicey's Garden,-6.2635598,53.3359091,63
2076,Oldtown house,-6.3148947,53.5250865,52
2041,Adam's Bar,-10.2686881,52.1419706,28
1455,Hyland's Burren Bar,-9.149244,53.115503,21
2514,Comet Bar,-6.7362951,54.1201506,24
58,The Olde Lodge,-8.8620668,52.7150153,61
2821,Long Boat Bar,-9.5215155,51.6219218,86
537,Mary Condon's,-7.9247708,52.3757326,34
2112,The Fisherman's Weir,-8.9611262,54.2862247,36
1078,The Corner House Bar,-9.0689563,52.1587368,28
2365,Angler's Rest,-6.3587854,53.3591428,85
2676,The Oak,-6.2669957,53.3442304,73
1349,Dereen Inn,-8.7009193,53.4515045,36
1367,Pilot Bar,-9.0929496,54.2130315,9
918,O'Rourke's,-6.7965704,53.1812679,78
2707,Daniel McNello's Bar,-6.5795632,54.0030023,98
2804,Ned Kelly's Sports Club,-6.2615785,53.3518088,55
2923,Ther Castle Inn,-7.8346211,53.7674458,59
220,Morning Star,-6.4185857,53.7368958,47
499,The Parrish,-7.621065,52.0884177,22
1714,Sean Og's,-8.1903212,54.5026373,6
634,Hanged Mans,-6.8646978,53.2034365,97
1214,The King's Head,-9.0532931,53.2721479,63
1373,White's,-7.533744,53.8737609,86
2085,The Pike Bar,-8.9590073,51.6007123,47
1543,Mickey Martin's,-8.6269427,52.6628359,8
1424,The Roundy House Bar,-8.3975745,52.1442248,85
377,C. Mac Namee,-6.487281,53.9714649,34
1495,Olde Castle Bar,-8.110422,54.6544668,95
1344,P. Bermingham,-6.6832807,53.6524353,62
960,Mc Ginley's,-7.7382773,54.9487185,21
1404,Guy's Bar,-10.0221594,53.488574,17
1281,Cannings Pub,-8.3634328,53.0198115,52
1774,James Clarke,-8.3058656,53.9731599,54
2176,Charlie Malone's,-8.632097,52.6563161,65
594,Harp Tavern,-8.4766331,54.2736593,18
2669,An Puc Fada,-8.3467273,52.3711958,31
699,Tuohy's,-7.5840075,52.8547979,30
2295,Breathnach's Bar,-9.3196189,53.428921,81
2475,Cabry Bar,-7.1941258,55.1269862,15
2149,The Whistle Stop,-7.0815023,53.8345275,93
1080,The Why Not,-9.1551148,52.1757185,26
438,Maggie Choo's,-8.6293404,52.6616001,72
529,Abbot's Ale House,-8.4717591,51.9020652,38
1531,The Haggard Inn,-6.7883303,53.5576839,16
1841,The Blarney Inn,-6.2548307,53.3421258,83
2388,Greenacres,-6.5097668,52.2217968,82
2093,PJ Byrne's,-8.9989638,53.7197525,89
2214,Ned Natterjacks,-10.0248861,52.2554024,16
2667,Kieren McDermot's,-8.3481734,52.3716073,79
2675,McBrides Bar,-9.5216831,53.8000768,74
2486,Stella Cocktail Club,-6.2658072,53.3223753,31
872,The Curragh Inn,-6.7995298,53.1794508,53
1981,Scott's Bar,-9.5063448,52.0593387,22
582,Fox's Porterhouse,-9.0476176,53.2742025,15
1304,Brownes,-6.2961873,52.675375,89
2767,Scraggs Alley,-6.9309213,52.8362684,91
2072,Camden Exchange,-6.2654328,53.3351088,8
2329,D'arcy McGees,-6.3236249,53.2934407,48
2820,O'Sulleabhain's,-9.5218688,51.6220533,98
83,Boss Murphy's,-8.7314785,52.2714767,83
2939,Tomo's,-8.585828,52.2152086,96
282,Criterion,-8.3339654,51.8692039,31
128,Vaughan's Eagle House,-6.2832454,53.3100543,35
1138,The Auld Stand,-6.4605629,53.5077115,92
478,The Durrow Inn,-7.394917,52.8454103,65
1831,An Bothar Pub & Guesthouse,-10.3070692,52.2264761,10
2769,Monk's Lounge,-9.4896429,52.0252743,49
158,The Woolshed,-6.2674686,53.3502671,54
1124,Spanish Arch bar and grill,-9.0542845,53.2711276,49
311,The Rock Inn,-7.246266,53.0487475,72
2180,The Milk Market Bar,-8.6194693,52.6628009,22
1297,Lakeside,-6.4990381,53.1060831,64
1261,The Ranch,-9.0002299,53.717912,58
1830,The Rock Tavern,-8.4845111,51.8937983,6
769,Rendevous,-8.4731365,54.273386,86
1293,The Three Jolly Pigeons,-7.823177,53.5136452,66
391,The Hamlet,-8.5465189,52.5396102,18
813,Top House - McNeills of Howth,-6.0653171,53.3846515,89
482,Keanes,-8.9301413,53.2677177,73
2293,The Lake Bar,-9.2203531,53.4670786,63
1972,McGeough's,-6.3997142,54.0046197,12
10,The Gallops,-6.1974199,53.2582331,82
2264,Tower Inn,-7.2012479,52.9609618,79
1635,Kazbar,-7.1115973,52.2580301,13
2743,MC Loughlin's Bar,-9.9303168,53.9303204,74
1005,The Temple,-6.2637676,53.3573745,7
944,Christy Maher,-7.7973412,52.9550208,72
1644,Ventry Inn,-10.359192,52.1326516,93
568,Foleys,-8.4717376,54.2704779,80
445,Pier Head,-8.4125155,51.8973454,71
351,McAcculife's,-8.0976615,52.0604365,57
1116,The Leitrim Inn,-8.0656052,53.991076,40
217,Old Mill Pub,-8.7162248,52.519896,51
2288,café Ballsbridge,-6.2366936,53.3362221,70
829,Maguires,-7.0406455,55.1890514,22
2410,Kilbrittain Inn,-8.6896455,51.6733101,32
1354,O'Grady's On The Pier,-9.1507304,53.2494809,82
1429,Patsy Dan's,-7.9726715,55.1831104,59
304,Harty's Pub,-8.0365723,52.8498679,15
1127,Ratigan's Pub,-8.107808,53.6768407,77
1566,Cusack's,-6.2424662,53.3575123,69
840,The Sea Rod Inn (Barrett's),-9.9512117,54.0711876,96
588,The Breffini,-6.1776352,53.3016547,10
875,Glennons,-6.8614154,53.2840918,34
457,Josie's Bar and Restaurant,-7.7402838,54.946501,79
330,Stapleton,-7.0703636,52.2824085,17
1045,Hanly's,-8.4579254,52.611588,83
2556,Point Bar,-9.0450057,53.2860321,78
71,Nora Murphy's Pub,-10.1600723,52.2686251,98
1983,Annie May's - Dowlings,-6.5010254,53.2997394,44
1172,Barcode,-6.2287076,53.3629792,23
2700,Bealin's,-6.5315881,53.1712894,81
1757,5th Avenue,-7.3605144,53.9903627,74
1794,Micsín's,-7.42455,53.8278465,24
2012,The Bridge House - Bar & Restaurant,-7.3339398,53.525964,30
2906,Main Street Bar,-8.2746356,54.4801481,98
24,Graingers,-6.2267805,53.3679678,53
2384,Quigley's,-6.5502367,52.2032412,50
2661,Willows Bar,-6.804515,53.9051879,6
965,Glandore Inn,-9.1183027,51.5654053,99
2216,Brú Bar & Hostel,-8.4660339,51.9014301,11
542,Oslo,-9.0763449,53.2598389,12
286,Rosie O'Grady,-6.278921,53.320137,38
1228,Dan Foley's Pub,-10.0538799,52.1516017,22
2452,Keatings Bar,-10.1396667,51.7609286,60
2582,Cobbler’s Bar & Courtyard,-9.5252005,53.799064,15
160,Gin Palace,-6.2634401,53.3478458,61
1712,Dicey Reilley's,-8.1900878,54.5028585,12
437,W. J. South,-8.6325693,52.6582819,50
2448,Jim Cashman's,-8.4736799,51.8995433,91
1552,Byrne & Woods,-6.2244203,53.061755,99
2400,The Monks Well,-8.8658114,52.8182398,86
2427,The Cornerstone,-7.9809411,52.4982399,65
2398,Linnane's Seafood Bar & Restaurant,-9.0756458,53.1558702,66
205,Hugh Murphy,-6.6662065,53.4007321,78
2869,Nuala's Bar & Restaurant,-8.5404222,52.8987224,62
508,The Bar,-6.1425429,53.2946659,40
981,Furry Bog,-6.2882697,53.2781494,37
639,The Barge Inn,-6.8167057,53.2704266,41
1408,Vaughan's Pub,-10.019128,53.4874765,25
1203,Cable O´Leary,-10.2720947,51.8253053,51
665,The Derg Inn,-8.2038797,53.0547492,53
182,The Terenure Inn,-6.2830549,53.3113561,14
1383,Myles Creek Bar,-9.6489905,52.6782671,87
1743,Cahill's Bar,-9.2188708,52.0840423,80
1775,Lavins,-8.3042792,53.9726672,82
1502,Lough Bawn,-7.5283355,54.013654,70
104,The Stags Head,-6.3992485,53.5125822,55
191,Bolands of Ballyhane,-8.4527373,52.7492048,18
1446,Treacy's,-8.593226,51.8881713,37
410,Mills Bar,-8.4369756,52.8090348,93
2111,Matt Molloy's,-9.5226974,53.7991827,85
2409,Tom & Jerry's,-8.6307847,52.6612225,24
455,McSorleys,-6.2500808,53.3233007,42
963,The Old Downtown Bar,-7.7382558,54.948777,71
2152,The Glenveagh Inn,-7.8597926,55.0463167,40
1537,The Garage Bar,-6.2662996,53.3451609,13
462,The Globe,-6.2642836,53.3433784,33
332,Curragower,-8.6278866,52.668446,57
889,Windmill House,-6.3559706,53.7233164,71
1565,Seabank House,-6.2291889,53.3548879,39
1060,Bad Bobs Temple Bar,-6.2659898,53.3450328,94
225,Ballymore Inn,-8.2533152,51.8635236,66
1148,Teach Ruairi,-8.1343514,55.0986514,74
200,Villager Inn,-6.3444381,53.3496511,17
2217,The Lane,-9.5078754,52.0582132,64
900,Waldrons,-8.2568737,53.5678419,27
788,Edward House,-6.7992603,53.1796922,62
1055,Gleesons of Booterstown,-6.197606,53.3054689,99
2782,Whaaaaa,-7.3395112,55.149311,7
2548,The Loch and Quay,-6.4626667,52.3417442,14
1816,Osborne Bar,-9.7024952,52.2693547,76
1708,Melly's Bar,-8.1896908,54.499795,81
1097,BeBold,-8.4792599,51.897389,48
2026,The Old Abbey Inn,-7.8677471,52.638804,8
2144,Mick Murphy's,-6.614923,53.1331589,83
2772,The Bróg Bar,-6.5651944,52.5034647,14
1200,Lee's of Kilcoole,-6.0649547,53.1095136,51
2783,Orange Central,-7.3408201,55.1498873,53
1989,Devine's,-7.4616039,53.7140889,35
1717,Darkey Kelly's,-6.2699696,53.3439563,56
1294,McCleans,-7.2605473,55.2946835,86
2359,Barney's Pub,-7.8753566,54.2912216,96
1843,Bergins Horseshoe Inn,-7.3492455,52.9140527,72
1643,The Berkeley,-6.2678848,53.3561417,35
1425,H.M. Crindel,-8.3980715,52.1442377,22
1932,Arthur Maynes,-6.2352574,53.3216718,62
66,Nelligan's,-8.5540075,52.6686981,91
2370,The Copper Rooms,-8.6293975,52.6614759,96
2115,Jack T's bar and function Room,-7.1180545,52.2636173,79
1939,Holohan's,-6.566687,52.5019518,82
1541,The Legal Eagle,-6.2721255,53.345711,45
798,Riordans,-8.6526657,52.4572667,19
96,The Stags Head Lounge,-6.3495676,53.7184048,18
1572,The Square Ball,-6.244782,53.340843,78
1547,The Blackforge Inn,-6.326501,53.3240688,92
2307,Mary O'Connell's,-8.5888982,51.8877811,14
1990,The Corn Mill,-7.468503,53.7036842,62
1839,The Bar Tender,-6.4023496,54.0032397,16
371,Kielys,-6.2365571,53.322212,11
1612,Brosnan's,-9.3708448,52.5017568,8
1468,M. Mc Mahon,-9.2935876,52.9412179,53
856,Crokers,-8.3989995,52.6524059,97
2153,Revolution Gastro Bar,-7.1119342,52.2574984,19
2658,The Moose,-8.6188249,52.6617565,38
642,Lil Doyles,-6.1118702,52.916665,73
1146,BarBarella,-8.4771837,51.8943836,37
1920,Kilgallens,-8.468778,54.272483,12
955,The Malt House,-6.291006,53.3429392,14
74,Bar@Tolka,-6.2512678,53.3676758,72
2434,the rusty mackerel,-8.6427543,54.6368221,17
2728,Napper Tandy's Dublin,-6.2543108,53.3382237,44
2001,Molly O'Looney's,-6.8305037,53.0491463,25
2501,Redmond's The Bay,-6.3852686,52.2684987,88
622,Henchy's,-8.4579913,51.9047052,11
1510,Doolis Bar,-8.1012914,52.2699332,74
1587,Diamond Bar,-8.8556381,51.8216582,49
2417,McLysaght's,-8.6177772,52.6600027,85
134,The Wood,-7.2930215,53.6023623,43
1123,Martine's WIne Bar,-9.0541073,53.2710082,70
414,Kennys,-6.4502356,53.3571718,20
2389,Wigwam,-6.2621526,53.3480043,66
843,Healys,-8.5844333,51.8885854,46
2260,Stanfords Village Inn,-8.3022744,54.22982,65
1803,The Stray Sod,-7.2237146,54.0409045,17
1001,Murrays,-6.2610205,53.3523303,38
1629,The Blue Hackle,-7.0908724,53.6136121,52
735,Tigh Phlunkett,-9.666276,53.2891264,83
1244,Gaelic Bar,-7.2918697,53.2987588,70
2071,Corrigan's Bar,-7.3002136,53.4142045,68
175,Ambrose Moloneys,-6.2294412,52.6450894,52
231,Horseshoe Inn,-8.467224,51.88499,21
2521,The Leaping Salmon Public House,-8.415657,51.8970501,37
263,The Swan Inn,-7.1602006,52.8891079,96
477,O' Shea,-9.9575795,51.6935491,100
1067,The Crumb,-9.4605107,52.2325669,71
716,The Lodge Bar,-9.2170779,54.0591844,25
2251,Vintage Cocktail Club,-6.2629605,53.3450767,67
1012,Mayes,-8.8999619,54.036374,83
931,Mcnamaras Pub,-7.4958661,53.3676581,90
327,Dice Bar,-6.2803579,53.3471088,93
359,The Emigrant Bar and Restaurant,-6.9840465,52.9918825,86
628,Mahons,-6.9114863,53.156916,15
1299,Keenans,-7.9189249,53.742176,58
434,Dave Barrett's Bar,-8.6057718,52.3510333,54
1268,The Brook House,-6.152177,52.7967704,29
1724,The Long Island Bar,-6.2661045,53.3553114,76
1638,Gaffney's,-7.0927687,53.6117344,87
2530,Redmonds,-6.6539076,52.6552845,17
1991,Fiddler's Green,-7.4893331,53.6833274,61
1641,The Thirsty Scholar,-7.1110077,52.2568442,48
250,Traveller's Rest,-6.4692446,53.7141221,65
1113,Rasher's,-8.622713,52.661536,94
2890,The red cove inn mahon,-8.4038678,51.8928506,29
733,Walsh's 'Top of the Town',-8.4432291,52.8067365,82
171,Mary Mac's,-6.2304295,53.3290583,93
870,Bridgewater Inn,-6.6641148,53.2495604,13
1716,Lantern Bar,-8.1880023,54.4998299,85
2832,Lounge bar,-9.9243297,53.9311393,12
2847,Aussie,-6.2633199,53.3412415,92
1926,Brannens,-9.5465823,53.8852648,94
319,Oyster Tavern Pub & Restruant,-9.7805103,52.2761462,76
1104,Martys Bar,-6.3896446,52.5044902,37
961,The Cavern,-7.738237,54.9478922,29
2027,Skehan's Bar,-7.8666139,52.6383336,32
2372,The Stand,-7.7959532,52.954617,26
1760,The Breffni inn,-7.3606682,53.9885086,59
2271,The Carraig,-6.0795919,53.1354334,57
1198,Silvermine,-8.2004657,52.862485,59
2594,John Keogh's,-9.0585161,53.2701066,42
2902,Johnos Pub,-9.2202898,53.6202512,45
729,Suttons Bar,-8.4247113,51.8788522,66
2420,Griffiths Lounge,-6.7363599,52.8031336,39
25,Marino House (Kavanagh's),-6.2288162,53.365756,75
517,The Old Thatch,-7.9925414,51.9426087,58
1538,Marble Arch,-6.3120274,53.3358378,91
143,Finn's Bar,-7.3367172,53.5258299,43
1171,Annesley House,-6.2403039,53.3595935,12
2766,The Terrace,-6.930122,52.8357434,81
2829,J.M. Reidy,-9.5093472,52.0588901,12
2511,r.i.o.t.,-6.2615136,53.3462652,41
37,Mol's Bar,-7.1537703,52.1630916,97
1840,Phoenix Bar,-6.4026044,54.0030899,14
1868,Fullams Lounge Bar & Newsagent,-6.9960604,53.2211352,31
1248,The Boss Doyles Bar,-9.0470813,53.2744865,82
2301,Mok's Pub,-8.484461,51.8919319,46
2464,The Cosy Bar,-7.2328831,54.1786455,21
328,Frank Ryan's,-6.2800493,53.3470056,46
1184,Cock & Bull,-6.2007869,53.3893099,51
2168,Clohessy's,-8.6245516,52.6638709,32
1798,Oscar Madison's,-8.5232735,51.7053609,52
1451,Corner Bar,-8.1042117,55.1363597,48
